Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
12.54,Regular,0.102,Canned,199.49,1987,High,Tier 2,Supermarket Type1,4500.36
11.13,No Sugar,0.22,Household,166.74,2009,Medium,Tier 2,Supermarket Type2,3511.43
12.94,No Sugar,0.286,Household,194.75,1999,Medium,Tier 1,Departmental Store,4494.62
10.58,Low Sugar,0.009,Seafood,99.47,1998,Small,Tier 3,Food Mart,2012.38
14.51,No Sugar,0.038,Health and Hygiene,148.51,2009,Medium,Tier 2,Supermarket Type2,3904.01
10.55,Low Sugar,0.096,Snack Foods,190.65,2009,Medium,Tier 2,Supermarket Type2,3869.95
10.64,No Sugar,0.034,Health and Hygiene,123.88,2009,Medium,Tier 2,Supermarket Type2,2524.16
10.41,Low Sugar,0.045,Fruits and Vegetables,94.13,1998,Small,Tier 3,Food Mart,1863.54
12.64,No Sugar,0.013,Household,162.56,2009,Medium,Tier 2,Supermarket Type2,3767.84
11.58,Regular,0.045,Fruits and Vegetables,117.86,2009,Medium,Tier 2,Supermarket Type2,3527.11
12.29,Regular,0.059,Frozen Foods,162.33,2009,Medium,Tier 2,Supermarket Type2,3683.78
12.35,Low Sugar,0.036,Baking Goods,113.9,2009,Medium,Tier 2,Supermarket Type2,2707.63
10.81,Regular,0.04,Frozen Foods,117.47,1987,High,Tier 2,Supermarket Type1,2433.02
11.3,Low Sugar,0.174,Fruits and Vegetables,121.44,2009,Medium,Tier 2,Supermarket Type2,1578.54
12.91,Regular,0.024,Snack Foods,162.0,2009,Medium,Tier 2,Supermarket Type2,3818.14
12.77,Low Sugar,0.019,Snack Foods,117.92,2009,Medium,Tier 2,Supermarket Type2,2884.77
15.1,Low Sugar,0.292,Fruits and Vegetables,151.74,1987,High,Tier 2,Supermarket Type1,4102.13
12.13,Low Sugar,0.023,Dairy,159.75,2009,Medium,Tier 2,Supermarket Type2,3595.73
12.38,Regular,0.056,Dairy,161.95,2009,Medium,Tier 2,Supermarket Type2,3696.49
14.75,Regular,0.163,Snack Foods,197.84,1987,High,Tier 2,Supermarket Type1,4965.99
14.41,Low Sugar,0.141,Snack Foods,169.16,1999,Medium,Tier 1,Departmental Store,4303.23
12.38,Low Sugar,0.046,Starchy Foods,138.81,2009,Medium,Tier 2,Supermarket Type2,3223.27
11.59,No Sugar,0.039,Household,123.02,2009,Medium,Tier 2,Supermarket Type2,2721.28
15.7,Low Sugar,0.015,Snack Foods,163.16,1999,Medium,Tier 1,Departmental Store,4471.91
10.94,Low Sugar,0.027,Dairy,73.73,1998,Small,Tier 3,Food Mart,1567.12
10.48,Regular,0.015,Meat,154.22,2009,Medium,Tier 2,Supermarket Type2,3110.05
12.87,Low Sugar,0.146,Meat,148.05,2009,Medium,Tier 2,Supermarket Type2,3013.11
14.41,Low Sugar,0.01,Snack Foods,142.55,2009,Medium,Tier 2,Supermarket Type2,3757.87
12.01,Low Sugar,0.094,Frozen Foods,116.6,1999,Medium,Tier 1,Departmental Store,6275.74
14.38,reg,0.035,Breakfast,174.47,1999,Medium,Tier 1,Departmental Store,4404.59
12.12,No Sugar,0.113,Health and Hygiene,151.61,2009,Medium,Tier 2,Supermarket Type2,3426.25
10.86,Low Sugar,0.038,Canned,91.06,1998,Small,Tier 3,Food Mart,1903.11
9.46,No Sugar,0.049,Health and Hygiene,140.28,2009,Medium,Tier 2,Supermarket Type2,2593.5
10.32,Low Sugar,0.14,Fruits and Vegetables,163.29,2009,Medium,Tier 2,Supermarket Type2,3257.9
10.64,No Sugar,0.055,Health and Hygiene,142.89,2009,Medium,Tier 2,Supermarket Type2,2914.38
8.38,No Sugar,0.152,Health and Hygiene,104.11,1998,Small,Tier 3,Food Mart,1610.56
13.41,Regular,0.029,Fruits and Vegetables,159.99,2009,Medium,Tier 2,Supermarket Type2,2495.13
12.18,Low Sugar,0.027,Frozen Foods,161.55,2009,Medium,Tier 2,Supermarket Type2,3643.45
13.12,Regular,0.068,Dairy,184.93,1999,Medium,Tier 1,Departmental Store,4333.58
12.76,Regular,0.029,Canned,168.21,2009,Medium,Tier 2,Supermarket Type2,3911.6
11.85,Low Sugar,0.061,Baking Goods,182.97,1987,High,Tier 2,Supermarket Type1,4007.47
13.15,Regular,0.009,Snack Foods,138.92,2009,Medium,Tier 2,Supermarket Type2,3400.47
11.56,Low Sugar,0.024,Fruits and Vegetables,93.65,1998,Small,Tier 3,Food Mart,2114.3
10.92,Regular,0.036,Baking Goods,140.2,2009,Medium,Tier 2,Supermarket Type2,2922.79
12.48,Low Sugar,0.026,Frozen Foods,99.54,1987,High,Tier 2,Supermarket Type1,2442.86
8.72,Low Sugar,0.08,Canned,100.94,1998,Small,Tier 3,Food Mart,1621.05
15.15,Low Sugar,0.048,Fruits and Vegetables,178.89,1987,High,Tier 2,Supermarket Type1,4669.85
12.71,Low Sugar,0.045,Fruits and Vegetables,170.49,2009,Medium,Tier 2,Supermarket Type2,3946.26
11.3,Low Sugar,0.015,Canned,114.98,1987,High,Tier 2,Supermarket Type1,2492.82
9.6,No Sugar,0.06,Health and Hygiene,124.9,1987,High,Tier 2,Supermarket Type1,2311.05
13.87,Regular,0.085,Baking Goods,141.25,2009,Medium,Tier 2,Supermarket Type2,3610.55
14.56,Low Sugar,0.286,Baking Goods,128.02,2009,Medium,Tier 2,Supermarket Type2,3496.2
14.5,Low Sugar,0.172,Fruits and Vegetables,156.08,1987,High,Tier 2,Supermarket Type1,4055.52
13.6,Low Sugar,0.022,Snack Foods,147.93,2009,Medium,Tier 2,Supermarket Type2,3686.19
12.83,Regular,0.021,Snack Foods,127.2,2009,Medium,Tier 2,Supermarket Type2,3087.39
11.67,Regular,0.157,Canned,140.96,2009,Medium,Tier 2,Supermarket Type2,3107.44
16.5,Low Sugar,0.054,Dairy,152.48,1999,Medium,Tier 1,Departmental Store,4434.22
10.82,No Sugar,0.165,Others,124.54,2009,Medium,Tier 2,Supermarket Type2,2578.88
13.67,Low Sugar,0.055,Meat,125.03,2009,Medium,Tier 2,Supermarket Type2,3233.44
7.79,Regular,0.035,Canned,118.85,1998,Small,Tier 3,Food Mart,1778.26
10.01,Low Sugar,0.133,Breakfast,104.76,1998,Small,Tier 3,Food Mart,1990.17
16.1,Low Sugar,0.05,Dairy,172.97,1987,High,Tier 2,Supermarket Type1,4764.19
14.91,Regular,0.125,Snack Foods,139.87,2009,Medium,Tier 2,Supermarket Type2,3816.46
17.34,No Sugar,0.122,Household,185.81,1999,Medium,Tier 1,Departmental Store,5305.47
13.05,Low Sugar,0.04,Fruits and Vegetables,103.08,2009,Medium,Tier 2,Supermarket Type2,2642.99
10.39,Low Sugar,0.01,Meat,132.22,2009,Medium,Tier 2,Supermarket Type2,2639.8
10.89,Regular,0.032,Baking Goods,147.02,2009,Medium,Tier 2,Supermarket Type2,3053.74
15.96,Low Sugar,0.027,Seafood,213.29,1999,Medium,Tier 1,Departmental Store,5556.26
9.66,Low Sugar,0.017,Frozen Foods,124.61,1987,High,Tier 2,Supermarket Type1,2317.04
14.45,Low Sugar,0.042,Meat,170.68,1998,Small,Tier 3,Food Mart,2071.28
13.94,Regular,0.074,Canned,103.4,2009,Medium,Tier 2,Supermarket Type2,2850.82
15.0,No Sugar,0.097,Others,171.64,1999,Medium,Tier 1,Departmental Store,4487.29
11.81,Low Sugar,0.045,Soft Drinks,138.42,2009,Medium,Tier 2,Supermarket Type2,3086.34
16.07,Regular,0.067,Meat,176.39,1987,High,Tier 2,Supermarket Type1,4825.85
9.99,No Sugar,0.016,Household,112.69,1998,Small,Tier 3,Food Mart,2148.7
12.23,No Sugar,0.015,Health and Hygiene,164.91,2009,Medium,Tier 2,Supermarket Type2,3724.25
12.71,No Sugar,0.022,Household,178.46,1987,High,Tier 2,Supermarket Type1,4108.2
13.86,No Sugar,0.124,Household,168.03,1987,High,Tier 2,Supermarket Type1,4156.66
10.52,Low Sugar,0.024,Baking Goods,132.07,2009,Medium,Tier 2,Supermarket Type2,2664.9
12.71,Low Sugar,0.039,Fruits and Vegetables,154.18,2009,Medium,Tier 2,Supermarket Type2,3611.62
14.07,Low Sugar,0.049,Fruits and Vegetables,123.85,2009,Medium,Tier 2,Supermarket Type2,3300.27
14.74,Low Sugar,0.098,Baking Goods,131.15,2009,Medium,Tier 2,Supermarket Type2,3599.97
12.5,Regular,0.029,Fruits and Vegetables,185.02,1987,High,Tier 2,Supermarket Type1,4195.89
12.3,Low Sugar,0.185,Dairy,153.99,2009,Medium,Tier 2,Supermarket Type2,3516.99
10.5,Low Sugar,0.036,Hard Drinks,144.82,2009,Medium,Tier 2,Supermarket Type2,2921.44
7.96,Regular,0.017,Fruits and Vegetables,115.71,1998,Small,Tier 3,Food Mart,1752.66
11.77,Regular,0.076,Canned,150.59,2009,Medium,Tier 2,Supermarket Type2,3327.04
13.86,Low Sugar,0.168,Snack Foods,181.28,1999,Medium,Tier 1,Departmental Store,4426.73
15.56,Low Sugar,0.036,Frozen Foods,193.44,1999,Medium,Tier 1,Departmental Store,5059.8
9.47,No Sugar,0.065,Household,177.81,2009,Medium,Tier 2,Supermarket Type2,3362.6
13.71,reg,0.058,Baking Goods,176.33,1999,Medium,Tier 1,Departmental Store,4291.66
12.92,Low Sugar,0.118,Fruits and Vegetables,183.5,1999,Medium,Tier 1,Departmental Store,4259.93
12.15,No Sugar,0.042,Health and Hygiene,93.63,1998,Small,Tier 3,Food Mart,2246.04
14.2,Low Sugar,0.113,Fruits and Vegetables,152.24,2009,Medium,Tier 2,Supermarket Type2,2832.81
8.73,No Sugar,0.083,Health and Hygiene,114.76,1998,Small,Tier 3,Food Mart,1906.66
11.89,Regular,0.022,Snack Foods,156.09,2009,Medium,Tier 2,Supermarket Type2,3467.25
15.24,Low Sugar,0.099,Canned,188.53,1987,High,Tier 2,Supermarket Type1,4886.53
10.03,Low Sugar,0.017,Fruits and Vegetables,104.65,1998,Small,Tier 3,Food Mart,1993.94
16.29,Low Sugar,0.111,Fruits and Vegetables,160.6,1987,High,Tier 2,Supermarket Type1,4553.97
9.85,No Sugar,0.021,Health and Hygiene,171.56,2009,Medium,Tier 2,Supermarket Type2,3322.39
8.65,No Sugar,0.119,Household,140.56,1987,High,Tier 2,Supermarket Type1,3670.8
11.62,Low Sugar,0.063,Snack Foods,146.83,2009,Medium,Tier 2,Supermarket Type2,3216.61
12.12,Low Sugar,0.143,Soft Drinks,147.54,2009,Medium,Tier 2,Supermarket Type2,3343.84
14.22,No Sugar,0.048,Household,141.09,2009,Medium,Tier 2,Supermarket Type2,3687.04
12.07,Regular,0.228,Canned,143.16,2009,Medium,Tier 2,Supermarket Type2,3243.24
10.47,Regular,0.062,Canned,187.02,2009,Medium,Tier 2,Supermarket Type2,3778.9
14.79,Low Sugar,0.05,Baking Goods,143.99,2009,Medium,Tier 2,Supermarket Type2,3875.12
12.34,No Sugar,0.087,Health and Hygiene,156.41,2009,Medium,Tier 2,Supermarket Type2,3573.63
12.84,Low Sugar,0.067,Breakfast,162.37,2009,Medium,Tier 2,Supermarket Type2,3808.51
12.86,Low Sugar,0.095,Baking Goods,178.17,1987,High,Tier 2,Supermarket Type1,4138.18
13.47,Low Sugar,0.096,Baking Goods,145.93,2009,Medium,Tier 2,Supermarket Type2,3615.73
14.71,Regular,0.067,Frozen Foods,165.13,1999,Medium,Tier 1,Departmental Store,4288.74
12.38,Low Sugar,0.069,Fruits and Vegetables,111.05,2009,Medium,Tier 2,Supermarket Type2,2655.19
13.64,Low Sugar,0.154,Dairy,153.85,2009,Medium,Tier 2,Supermarket Type2,3815.48
9.01,Low Sugar,0.22,Meat,135.19,1998,Small,Tier 3,Food Mart,1748.5
14.41,Low Sugar,0.12,Snack Foods,202.29,1987,High,Tier 2,Supermarket Type1,4980.02
9.21,Low Sugar,0.085,Baking Goods,131.19,1987,High,Tier 2,Supermarket Type1,2351.23
13.17,Regular,0.017,Frozen Foods,208.86,1987,High,Tier 2,Supermarket Type1,4835.87
12.78,Regular,0.035,Baking Goods,89.61,1987,High,Tier 2,Supermarket Type1,2306.99
12.33,Low Sugar,0.185,Hard Drinks,159.15,2009,Medium,Tier 2,Supermarket Type2,3629.33
12.55,Low Sugar,0.039,Dairy,152.82,2009,Medium,Tier 2,Supermarket Type2,3548.52
11.92,Low Sugar,0.048,Frozen Foods,111.83,2009,Medium,Tier 2,Supermarket Type2,2567.84
9.21,Regular,0.044,Snack Foods,127.39,1998,Small,Tier 3,Food Mart,2273.06
14.39,No Sugar,0.099,Health and Hygiene,146.09,2009,Medium,Tier 2,Supermarket Type2,3827.52
11.47,No Sugar,0.041,Health and Hygiene,116.17,2009,Medium,Tier 2,Supermarket Type2,2555.32
14.54,Low Sugar,0.027,Dairy,201.84,1999,Medium,Tier 1,Departmental Store,5768.34
13.47,No Sugar,0.052,Health and Hygiene,156.76,2009,Medium,Tier 2,Supermarket Type2,3838.02
15.76,Low Sugar,0.046,Snack Foods,176.65,1987,High,Tier 2,Supermarket Type1,4761.01
12.1,Low Sugar,0.021,Frozen Foods,177.22,2009,Medium,Tier 2,Supermarket Type2,3945.59
13.08,Low Sugar,0.128,Meat,146.35,2009,Medium,Tier 2,Supermarket Type2,4334.63
13.01,Low Sugar,0.126,Snack Foods,125.3,2009,Medium,Tier 2,Supermarket Type2,3088.8
11.57,Regular,0.098,Fruits and Vegetables,186.72,1987,High,Tier 2,Supermarket Type1,4019.65
12.82,Low Sugar,0.097,Fruits and Vegetables,120.47,2009,Medium,Tier 2,Supermarket Type2,2947.79
15.05,Low Sugar,0.1,Canned,229.89,1999,Medium,Tier 1,Departmental Store,5690.53
10.99,Low Sugar,0.126,Frozen Foods,148.23,2009,Medium,Tier 2,Supermarket Type2,3100.94
13.44,Low Sugar,0.063,Baking Goods,150.64,2009,Medium,Tier 2,Supermarket Type2,3703.97
11.57,Low Sugar,0.08,Fruits and Vegetables,172.28,2009,Medium,Tier 2,Supermarket Type2,3725.34
11.15,No Sugar,0.013,Household,169.36,2009,Medium,Tier 2,Supermarket Type2,3570.85
14.82,Regular,0.03,Baking Goods,190.42,1987,High,Tier 2,Supermarket Type1,4830.81
10.7,Low Sugar,0.089,Meat,112.28,1987,High,Tier 2,Supermarket Type1,2301.85
16.65,Low Sugar,0.026,Fruits and Vegetables,188.74,1999,Medium,Tier 1,Departmental Store,5210.72
14.39,Regular,0.033,Soft Drinks,180.9,1987,High,Tier 2,Supermarket Type1,4537.94
14.11,Low Sugar,0.078,Baking Goods,131.65,2009,Medium,Tier 2,Supermarket Type2,4412.79
12.85,No Sugar,0.046,Household,136.75,2009,Medium,Tier 2,Supermarket Type2,3287.55
12.15,Regular,0.105,Baking Goods,140.68,2009,Medium,Tier 2,Supermarket Type2,3209.9
9.02,No Sugar,0.082,Others,125.38,1998,Small,Tier 3,Food Mart,2188.28
13.26,Regular,0.191,Fruits and Vegetables,148.31,2009,Medium,Tier 2,Supermarket Type2,3615.84
12.81,Low Sugar,0.144,Dairy,166.58,2009,Medium,Tier 2,Supermarket Type2,3887.95
14.61,Low Sugar,0.094,Snack Foods,165.52,1999,Medium,Tier 1,Departmental Store,5720.28
13.13,Low Sugar,0.089,Fruits and Vegetables,142.33,2009,Medium,Tier 2,Supermarket Type2,3465.98
14.53,Low Sugar,0.071,Snack Foods,138.65,2009,Medium,Tier 2,Supermarket Type2,3705.06
11.87,Low Sugar,0.04,Snack Foods,112.01,2009,Medium,Tier 2,Supermarket Type2,2558.75
15.87,Low Sugar,0.093,Fruits and Vegetables,185.03,1999,Medium,Tier 1,Departmental Store,4957.98
11.63,Low Sugar,0.004,Frozen Foods,174.42,2009,Medium,Tier 2,Supermarket Type2,3782.81
12.39,Low Sugar,0.014,Soft Drinks,120.79,2009,Medium,Tier 2,Supermarket Type2,2857.92
14.81,Regular,0.021,Baking Goods,108.1,2009,Medium,Tier 2,Supermarket Type2,3143.55
11.51,Low Sugar,0.171,Fruits and Vegetables,142.49,2009,Medium,Tier 2,Supermarket Type2,3102.31
10.93,Low Sugar,0.089,Dairy,189.17,2009,Medium,Tier 2,Supermarket Type2,3926.74
11.86,No Sugar,0.043,Household,138.12,2009,Medium,Tier 2,Supermarket Type2,3091.26
15.33,Regular,0.137,Snack Foods,228.45,1999,Medium,Tier 1,Departmental Store,5724.5
18.3,Low Sugar,0.018,Canned,151.98,1999,Medium,Tier 1,Departmental Store,4831.6
14.67,Low Sugar,0.02,Dairy,143.9,2009,Medium,Tier 2,Supermarket Type2,3845.01
12.85,Low Sugar,0.086,Baking Goods,148.49,2009,Medium,Tier 2,Supermarket Type2,3526.64
12.2,Low Sugar,0.039,Hard Drinks,118.88,2009,Medium,Tier 2,Supermarket Type2,2774.96
16.05,Low Sugar,0.066,Snack Foods,183.0,1999,Medium,Tier 1,Departmental Store,4957.75
14.04,Regular,0.142,Fruits and Vegetables,144.73,2009,Medium,Tier 2,Supermarket Type2,3719.09
9.77,Regular,0.052,Meat,83.51,1998,Small,Tier 3,Food Mart,1501.03
15.84,Low Sugar,0.028,Fruits and Vegetables,169.37,1987,High,Tier 2,Supermarket Type1,4631.28
13.02,Regular,0.112,Dairy,161.96,2009,Medium,Tier 2,Supermarket Type2,3841.02
15.39,Low Sugar,0.164,Frozen Foods,204.82,1999,Medium,Tier 1,Departmental Store,5254.32
11.83,Low Sugar,0.05,Canned,141.05,2009,Medium,Tier 2,Supermarket Type2,3144.2
12.43,Regular,0.044,Frozen Foods,160.44,2009,Medium,Tier 2,Supermarket Type2,3676.83
11.95,Low Sugar,0.022,Fruits and Vegetables,226.26,1987,High,Tier 2,Supermarket Type1,4916.4
12.54,Low Sugar,0.045,Meat,172.34,2009,Medium,Tier 2,Supermarket Type2,3946.6
13.65,Low Sugar,0.041,Baking Goods,171.43,1987,High,Tier 2,Supermarket Type1,4178.4
14.58,No Sugar,0.058,Household,155.51,1987,High,Tier 2,Supermarket Type1,4061.96
10.53,No Sugar,0.019,Household,171.63,2009,Medium,Tier 2,Supermarket Type2,3476.82
10.41,No Sugar,0.035,Household,134.92,2009,Medium,Tier 2,Supermarket Type2,2699.44
8.57,No Sugar,0.067,Household,98.22,1999,Medium,Tier 1,Departmental Store,5626.52
12.58,Low Sugar,0.057,Fruits and Vegetables,119.09,2009,Medium,Tier 2,Supermarket Type2,2866.0
9.5,Low Sugar,0.01,Snack Foods,111.24,1998,Small,Tier 3,Food Mart,2008.6
13.28,No Sugar,0.073,Household,154.5,2009,Medium,Tier 2,Supermarket Type2,3747.47
14.38,Low Sugar,0.009,Fruits and Vegetables,114.96,2009,Medium,Tier 2,Supermarket Type2,3187.05
10.77,Low Sugar,0.11,Frozen Foods,173.1,2009,Medium,Tier 2,Supermarket Type2,3561.05
14.24,Regular,0.077,Fruits and Vegetables,190.09,1987,High,Tier 2,Supermarket Type1,4692.67
12.04,Low Sugar,0.185,Snack Foods,114.88,2009,Medium,Tier 2,Supermarket Type2,2656.24
11.22,Regular,0.071,Frozen Foods,159.34,2009,Medium,Tier 2,Supermarket Type2,3380.93
11.17,Low Sugar,0.039,Hard Drinks,121.43,2009,Medium,Tier 2,Supermarket Type2,2594.03
17.01,Low Sugar,0.026,Canned,175.36,1999,Medium,Tier 1,Departmental Store,5016.54
12.3,No Sugar,0.081,Household,144.8,2009,Medium,Tier 2,Supermarket Type2,3327.0
12.71,Low Sugar,0.013,Fruits and Vegetables,186.96,1999,Medium,Tier 1,Departmental Store,4283.4
12.38,Low Sugar,0.039,Dairy,153.98,2009,Medium,Tier 2,Supermarket Type2,3533.3
13.31,Low Sugar,0.053,Baking Goods,168.1,1987,High,Tier 2,Supermarket Type1,4032.14
16.44,Low Sugar,0.233,Snack Foods,124.57,2009,Medium,Tier 2,Supermarket Type2,3849.32
14.25,Low Sugar,0.022,Hard Drinks,188.67,1987,High,Tier 2,Supermarket Type1,4665.76
14.21,Regular,0.038,Frozen Foods,173.12,1999,Medium,Tier 1,Departmental Store,4338.13
13.1,No Sugar,0.068,Health and Hygiene,152.97,2009,Medium,Tier 2,Supermarket Type2,3674.87
6.95,Low Sugar,0.079,Canned,50.13,1998,Small,Tier 3,Food Mart,180.86
10.27,Low Sugar,0.27,Snack Foods,120.26,1987,High,Tier 2,Supermarket Type1,2367.16
10.98,Regular,0.048,Baking Goods,156.24,2009,Medium,Tier 2,Supermarket Type2,3264.52
12.18,Low Sugar,0.017,Fruits and Vegetables,168.17,2009,Medium,Tier 2,Supermarket Type2,3778.49
4.0,Low Sugar,0.077,Snack Foods,75.44,1998,Small,Tier 3,Food Mart,33.0
17.06,Low Sugar,0.1,Snack Foods,201.66,1987,High,Tier 2,Supermarket Type1,2806.69
11.96,No Sugar,0.078,Household,172.14,2009,Medium,Tier 2,Supermarket Type2,3811.6
13.23,Low Sugar,0.031,Fruits and Vegetables,157.0,2009,Medium,Tier 2,Supermarket Type2,3787.32
12.79,No Sugar,0.012,Health and Hygiene,154.5,2009,Medium,Tier 2,Supermarket Type2,3637.08
11.38,Low Sugar,0.086,Fruits and Vegetables,168.02,2009,Medium,Tier 2,Supermarket Type2,3593.93
16.19,Low Sugar,0.123,Meat,225.35,1999,Medium,Tier 1,Departmental Store,5855.94
14.63,Low Sugar,0.066,Snack Foods,135.4,2009,Medium,Tier 2,Supermarket Type2,3662.1
13.95,No Sugar,0.021,Health and Hygiene,111.9,2009,Medium,Tier 2,Supermarket Type2,3027.72
13.21,No Sugar,0.097,Household,144.52,2009,Medium,Tier 2,Supermarket Type2,3528.18
9.67,Low Sugar,0.049,Snack Foods,99.84,1999,Medium,Tier 1,Departmental Store,6149.63
13.39,Regular,0.028,Frozen Foods,188.49,1999,Medium,Tier 1,Departmental Store,4469.12
15.71,Low Sugar,0.054,Frozen Foods,171.22,1987,High,Tier 2,Supermarket Type1,4639.31
12.17,Low Sugar,0.059,Meat,177.83,2009,Medium,Tier 2,Supermarket Type2,3973.77
11.97,Low Sugar,0.052,Starchy Foods,150.67,2009,Medium,Tier 2,Supermarket Type2,3374.1
14.76,No Sugar,0.109,Health and Hygiene,113.74,1999,Medium,Tier 1,Departmental Store,5503.51
15.29,Low Sugar,0.024,Baking Goods,177.0,1987,High,Tier 2,Supermarket Type1,4661.31
11.01,Low Sugar,0.03,Baking Goods,153.17,2009,Medium,Tier 2,Supermarket Type2,3206.61
16.2,Low Sugar,0.087,Meat,174.04,1987,High,Tier 2,Supermarket Type1,4807.54
10.15,Low Sugar,0.087,Snack Foods,92.32,1998,Small,Tier 3,Food Mart,1769.09
10.08,Low Sugar,0.026,Snack Foods,98.23,1998,Small,Tier 3,Food Mart,1872.35
13.96,No Sugar,0.123,Household,164.56,1999,Medium,Tier 1,Departmental Store,6313.22
16.01,Regular,0.126,Frozen Foods,163.85,1987,High,Tier 2,Supermarket Type1,4556.62
15.47,Low Sugar,0.079,Snack Foods,145.72,1987,High,Tier 2,Supermarket Type1,4062.32
13.74,No Sugar,0.061,Household,172.15,1999,Medium,Tier 1,Departmental Store,4213.41
10.94,Low Sugar,0.014,Snack Foods,146.16,2009,Medium,Tier 2,Supermarket Type2,3047.33
15.73,Low Sugar,0.031,Baking Goods,149.47,1987,High,Tier 2,Supermarket Type1,4199.64
16.15,Low Sugar,0.132,Meat,192.35,1998,Small,Tier 3,Food Mart,1298.5
12.84,Low Sugar,0.011,Fruits and Vegetables,101.99,2009,Medium,Tier 2,Supermarket Type2,2574.88
14.84,Low Sugar,0.015,Baking Goods,156.86,1987,High,Tier 2,Supermarket Type1,4148.84
13.3,Low Sugar,0.142,Snack Foods,166.26,2009,Medium,Tier 2,Supermarket Type2,3992.73
11.33,Low Sugar,0.141,Soft Drinks,158.86,2009,Medium,Tier 2,Supermarket Type2,3396.98
7.27,Regular,0.025,Baking Goods,129.68,1998,Small,Tier 3,Food Mart,1882.37
11.01,No Sugar,0.017,Others,91.72,1998,Small,Tier 3,Food Mart,1949.81
15.49,Regular,0.054,Meat,163.02,1999,Medium,Tier 1,Departmental Store,4421.94
13.73,Regular,0.015,Frozen Foods,156.86,2009,Medium,Tier 2,Supermarket Type2,3896.71
10.3,reg,0.174,Soft Drinks,179.08,2009,Medium,Tier 2,Supermarket Type2,3576.7
9.91,Regular,0.142,Frozen Foods,124.09,1987,High,Tier 2,Supermarket Type1,2362.92
15.56,Low Sugar,0.064,Frozen Foods,141.09,2009,Medium,Tier 2,Supermarket Type2,3988.97
12.3,Low Sugar,0.008,Fruits and Vegetables,157.24,2009,Medium,Tier 2,Supermarket Type2,3582.28
11.91,Low Sugar,0.032,Fruits and Vegetables,135.88,2009,Medium,Tier 2,Supermarket Type2,3056.99
13.53,Regular,0.041,Soft Drinks,171.77,1987,High,Tier 2,Supermarket Type1,4158.73
10.51,Low Sugar,0.048,Dairy,76.35,1998,Small,Tier 3,Food Mart,1522.42
11.91,No Sugar,0.052,Household,139.42,2009,Medium,Tier 2,Supermarket Type2,3130.11
12.75,No Sugar,0.042,Household,135.09,2009,Medium,Tier 2,Supermarket Type2,3231.95
16.89,Regular,0.126,Dairy,186.78,1999,Medium,Tier 1,Departmental Store,5224.25
13.17,Low Sugar,0.167,Snack Foods,148.17,2009,Medium,Tier 2,Supermarket Type2,3592.84
10.54,Regular,0.049,Soft Drinks,151.98,2009,Medium,Tier 2,Supermarket Type2,3077.93
9.51,Low Sugar,0.143,Snack Foods,166.46,2009,Medium,Tier 2,Supermarket Type2,3139.89
14.14,Low Sugar,0.011,Baking Goods,159.49,1987,High,Tier 2,Supermarket Type1,4045.4
11.98,No Sugar,0.024,Others,144.92,2009,Medium,Tier 2,Supermarket Type2,3258.36
12.53,Regular,0.014,Breakfast,110.43,2009,Medium,Tier 2,Supermarket Type2,2676.63
14.32,Low Sugar,0.013,Baking Goods,182.57,1987,High,Tier 2,Supermarket Type1,4556.25
17.79,Regular,0.119,Baking Goods,95.09,2009,Medium,Tier 2,Supermarket Type2,3552.09
12.61,Low Sugar,0.016,Breakfast,120.22,2009,Medium,Tier 2,Supermarket Type2,2894.69
8.82,Low Sugar,0.077,Dairy,88.15,1998,Small,Tier 3,Food Mart,1381.86
13.03,Low Sugar,0.046,Meat,146.2,2009,Medium,Tier 2,Supermarket Type2,3521.88
11.58,Regular,0.172,Dairy,99.03,1998,Small,Tier 3,Food Mart,2229.47
15.1,No Sugar,0.129,Others,171.66,1987,High,Tier 2,Supermarket Type1,4510.26
15.01,Low Sugar,0.178,Breads,187.3,1987,High,Tier 2,Supermarket Type1,4810.1
10.23,No Sugar,0.012,Household,128.13,2009,Medium,Tier 2,Supermarket Type2,2517.99
10.31,Low Sugar,0.054,Frozen Foods,111.08,1998,Small,Tier 3,Food Mart,2188.81
12.15,Regular,0.053,Canned,156.65,2009,Medium,Tier 2,Supermarket Type2,3536.88
13.43,Low Sugar,0.14,Breakfast,141.86,1998,Small,Tier 3,Food Mart,665.19
14.94,No Sugar,0.233,Household,150.65,1987,High,Tier 2,Supermarket Type1,4044.67
12.86,Low Sugar,0.047,Fruits and Vegetables,112.91,2009,Medium,Tier 2,Supermarket Type2,2802.69
13.14,Regular,0.034,Frozen Foods,97.35,2009,Medium,Tier 2,Supermarket Type2,2546.15
12.94,No Sugar,0.029,Health and Hygiene,133.07,2009,Medium,Tier 2,Supermarket Type2,3232.82
14.55,Regular,0.092,Fruits and Vegetables,197.58,1987,High,Tier 2,Supermarket Type1,4917.22
9.21,Low Sugar,0.017,Fruits and Vegetables,127.47,1998,Small,Tier 3,Food Mart,2275.73
12.8,Regular,0.022,Canned,145.28,2009,Medium,Tier 2,Supermarket Type2,3450.78
19.13,Low Sugar,0.018,Meat,166.57,1999,Medium,Tier 1,Departmental Store,5316.66
7.73,No Sugar,0.068,Health and Hygiene,115.8,1998,Small,Tier 3,Food Mart,1701.48
